train_id,route_id,source,destination,distance_km,date,departure_time,departure_hour,day_of_week,month,is_weekend,is_holiday,num_coaches,coach_class,platform_number,passenger_count,seat_capacity,occupancy_pct,delay_minutes,on_time
12613,KOL-DEL,Kolkata,Delhi,1453,2024-01-06,14:45,14,Saturday,1,1,0,14,2AC,1,3752,840,446.7,35,0
12616,KOL-DEL,Kolkata,Delhi,1453,2024-01-06,15:15,15,Saturday,1,1,0,22,GEN,8,4947,1320,374.8,31,0
12619,MUM-GOA,Mumbai,Goa,590,2024-01-06,08:45,8,Saturday,1,1,0,19,3AC,2,4420,1140,387.7,17,0
12624,MUM-GOA,Mumbai,Goa,590,2024-01-06,12:30,12,Saturday,1,1,0,13,3AC,3,2623,780,336.3,7,0
12626,MUM-GOA,Mumbai,Goa,590,2024-01-06,18:00,18,Saturday,1,1,0,18,SL,6,5374,1080,497.6,16,0
12630,CHE-BLR,Chennai,Bengaluru,362,2024-01-06,08:15,8,Saturday,1,1,0,19,2AC,2,7523,1140,659.9,10,0
12635,CHE-BLR,Chennai,Bengaluru,362,2024-01-06,09:45,9,Saturday,1,1,0,22,SL,8,9046,1320,685.3,26,0
12639,CHE-BLR,Chennai,Bengaluru,362,2024-01-06,13:30,13,Saturday,1,1,0,20,3AC,8,4391,1200,365.9,7,0
12640,CHE-BLR,Chennai,Bengaluru,362,2024-01-06,22:45,22,Saturday,1,1,0,20,3AC,5,2602,1200,216.8,23,0
12641,DEL-JAI,Delhi,Jaipur,303,2024-01-06,07:00,7,Saturday,1,1,0,10,3AC,5,4717,600,786.2,7,0
12646,DEL-JAI,Delhi,Jaipur,303,2024-01-06,12:45,12,Saturday,1,1,0,17,SL,1,6559,1020,643.0,19,0
12647,DEL-JAI,Delhi,Jaipur,303,2024-01-06,14:15,14,Saturday,1,1,0,15,SL,3,5934,900,659.3,35,0
12648,DEL-JAI,Delhi,Jaipur,303,2024-01-06,19:45,19,Saturday,1,1,0,11,SL,6,10307,660,1561.7,27,0
12653,DEL-JAI,Delhi,Jaipur,303,2024-01-06,21:15,21,Saturday,1,1,0,10,3AC,8,7456,600,1242.7,19,0
12656,HYD-MUM,Hyderabad,Mumbai,711,2024-01-06,11:45,11,Saturday,1,1,0,22,3AC,1,3738,1320,283.2,30,0
12659,HYD-MUM,Hyderabad,Mumbai,711,2024-01-06,14:00,14,Saturday,1,1,0,15,2AC,7,3367,900,374.1,14,0
12662,HYD-MUM,Hyderabad,Mumbai,711,2024-01-06,16:15,16,Saturday,1,1,0,15,2AC,3,4897,900,544.1,34,0
12667,HYD-MUM,Hyderabad,Mumbai,711,2024-01-06,22:30,22,Saturday,1,1,0,20,SL,7,2222,1200,185.2,9,0
12671,MUM-DEL,Mumbai,Delhi,1384,2024-01-07,14:15,14,Sunday,1,1,0,20,SL,2,4861,1200,405.1,25,0
12673,MUM-DEL,Mumbai,Delhi,1384,2024-01-07,15:30,15,Sunday,1,1,0,10,3AC,3,6404,600,1067.3,35,0
12675,MUM-DEL,Mumbai,Delhi,1384,2024-01-07,17:30,17,Sunday,1,1,0,22,3AC,4,8619,1320,653.0,9,0
12677,DEL-CHE,Delhi,Chennai,2180,2024-01-07,06:30,6,Sunday,1,1,0,22,SL,7,2090,1320,158.3,9,0
12681,DEL-CHE,Delhi,Chennai,2180,2024-01-07,08:15,8,Sunday,1,1,0,21,SL,3,5959,1260,472.9,28,0
12686,DEL-CHE,Delhi,Chennai,2180,2024-01-07,14:00,14,Sunday,1,1,0,16,3AC,4,3705,960,385.9,19,0
12689,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-07,09:45,9,Sunday,1,1,0,13,3AC,8,7673,780,983.7,19,0
12691,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-07,12:45,12,Sunday,1,1,0,18,SL,3,3126,1080,289.4,31,0
12694,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-07,17:15,17,Sunday,1,1,0,14,2AC,8,6461,840,769.2,32,0
12695,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-07,19:00,19,Sunday,1,1,0,21,SL,2,5029,1260,399.1,14,0
12699,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-07,21:15,21,Sunday,1,1,0,14,3AC,3,3199,840,380.8,31,0
12703,KOL-DEL,Kolkata,Delhi,1453,2024-01-07,12:00,12,Sunday,1,1,0,16,2AC,6,4851,960,505.3,12,0
12704,KOL-DEL,Kolkata,Delhi,1453,2024-01-07,16:00,16,Sunday,1,1,0,15,3AC,6,5980,900,664.4,34,0
12708,KOL-DEL,Kolkata,Delhi,1453,2024-01-07,19:30,19,Sunday,1,1,0,22,2AC,1,6407,1320,485.4,14,0
12713,MUM-GOA,Mumbai,Goa,590,2024-01-07,05:00,5,Sunday,1,1,0,10,3AC,3,907,600,151.2,22,0
12714,MUM-GOA,Mumbai,Goa,590,2024-01-07,19:45,19,Sunday,1,1,0,11,SL,4,4784,660,724.8,14,0
12715,MUM-GOA,Mumbai,Goa,590,2024-01-07,20:00,20,Sunday,1,1,0,13,3AC,8,3236,780,414.9,7,0
12717,MUM-GOA,Mumbai,Goa,590,2024-01-07,21:45,21,Sunday,1,1,0,19,SL,4,2657,1140,233.1,27,0
12720,CHE-BLR,Chennai,Bengaluru,362,2024-01-07,05:45,5,Sunday,1,1,0,12,SL,2,1580,720,219.4,21,0
12724,CHE-BLR,Chennai,Bengaluru,362,2024-01-07,08:00,8,Sunday,1,1,0,18,SL,1,6824,1080,631.9,17,0
12725,CHE-BLR,Chennai,Bengaluru,362,2024-01-07,14:00,14,Sunday,1,1,0,20,3AC,6,5008,1200,417.3,13,0
12726,CHE-BLR,Chennai,Bengaluru,362,2024-01-07,16:30,16,Sunday,1,1,0,22,2AC,4,6619,1320,501.4,28,0
12728,CHE-BLR,Chennai,Bengaluru,362,2024-01-07,18:30,18,Sunday,1,1,0,12,1AC,6,7164,720,995.0,31,0
12730,DEL-JAI,Delhi,Jaipur,303,2024-01-07,06:45,6,Sunday,1,1,0,10,3AC,1,3349,600,558.2,30,0
12735,DEL-JAI,Delhi,Jaipur,303,2024-01-07,09:00,9,Sunday,1,1,0,15,GEN,7,10512,900,1168.0,31,0
12738,DEL-JAI,Delhi,Jaipur,303,2024-01-07,10:45,10,Sunday,1,1,0,14,1AC,4,8972,840,1068.1,14,0
12741,DEL-JAI,Delhi,Jaipur,303,2024-01-07,16:00,16,Sunday,1,1,0,20,3AC,2,7867,1200,655.6,30,0
12743,DEL-JAI,Delhi,Jaipur,303,2024-01-07,17:45,17,Sunday,1,1,0,16,SL,7,10403,960,1083.6,15,0
12744,DEL-JAI,Delhi,Jaipur,303,2024-01-07,20:45,20,Sunday,1,1,0,21,3AC,5,7802,1260,619.2,30,0
12748,HYD-MUM,Hyderabad,Mumbai,711,2024-01-07,07:00,7,Sunday,1,1,0,11,3AC,5,2953,660,447.4,14,0
12749,HYD-MUM,Hyderabad,Mumbai,711,2024-01-07,09:45,9,Sunday,1,1,0,12,SL,6,5435,720,754.9,19,0
12750,HYD-MUM,Hyderabad,Mumbai,711,2024-01-07,10:30,10,Sunday,1,1,0,19,GEN,5,4428,1140,388.4,25,0
12752,HYD-MUM,Hyderabad,Mumbai,711,2024-01-07,13:00,13,Sunday,1,1,0,20,SL,6,2813,1200,234.4,21,0
12754,HYD-MUM,Hyderabad,Mumbai,711,2024-01-07,18:00,18,Sunday,1,1,0,12,SL,8,5852,720,812.8,6,0
12758,HYD-MUM,Hyderabad,Mumbai,711,2024-01-07,20:00,20,Sunday,1,1,0,13,SL,6,4636,780,594.4,16,0
12761,MUM-DEL,Mumbai,Delhi,1384,2024-01-08,09:30,9,Monday,1,0,0,17,SL,3,8021,1020,786.4,21,0
12762,MUM-DEL,Mumbai,Delhi,1384,2024-01-08,16:45,16,Monday,1,0,0,15,SL,4,5286,900,587.3,35,0
12767,MUM-DEL,Mumbai,Delhi,1384,2024-01-08,19:00,19,Monday,1,0,0,21,2AC,7,7438,1260,590.3,34,0
12768,DEL-CHE,Delhi,Chennai,2180,2024-01-08,13:15,13,Monday,1,0,0,19,3AC,8,3263,1140,286.2,11,0
12771,DEL-CHE,Delhi,Chennai,2180,2024-01-08,19:15,19,Monday,1,0,0,11,3AC,8,5537,660,838.9,7,0
12774,DEL-CHE,Delhi,Chennai,2180,2024-01-08,22:30,22,Monday,1,0,0,21,2AC,5,1770,1260,140.5,33,0
12777,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-08,06:15,6,Monday,1,0,0,22,2AC,8,1480,1320,112.1,5,0
12778,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-08,10:30,10,Monday,1,0,0,17,SL,3,4317,1020,423.2,24,0
12782,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-08,12:00,12,Monday,1,0,0,14,3AC,8,2773,840,330.1,21,0
12783,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-08,16:45,16,Monday,1,0,0,19,2AC,6,4059,1140,356.1,25,0
12784,KOL-DEL,Kolkata,Delhi,1453,2024-01-08,07:15,7,Monday,1,0,0,22,GEN,7,3069,1320,232.5,21,0
12787,KOL-DEL,Kolkata,Delhi,1453,2024-01-08,16:00,16,Monday,1,0,0,18,2AC,3,4407,1080,408.1,10,0
12788,KOL-DEL,Kolkata,Delhi,1453,2024-01-08,17:15,17,Monday,1,0,0,15,GEN,5,5921,900,657.9,32,0
12791,KOL-DEL,Kolkata,Delhi,1453,2024-01-08,18:30,18,Monday,1,0,0,13,SL,5,4784,780,613.3,9,0
12796,KOL-DEL,Kolkata,Delhi,1453,2024-01-08,19:00,19,Monday,1,0,0,18,SL,3,5150,1080,476.9,10,0
12797,KOL-DEL,Kolkata,Delhi,1453,2024-01-08,21:30,21,Monday,1,0,0,19,1AC,1,3164,1140,277.5,7,0
12801,MUM-GOA,Mumbai,Goa,590,2024-01-08,05:30,5,Monday,1,0,0,20,GEN,8,693,1200,57.8,0,1
12805,MUM-GOA,Mumbai,Goa,590,2024-01-08,11:30,11,Monday,1,0,0,17,2AC,1,2736,1020,268.2,10,0
12807,MUM-GOA,Mumbai,Goa,590,2024-01-08,12:45,12,Monday,1,0,0,17,3AC,6,2045,1020,200.5,24,0
12809,MUM-GOA,Mumbai,Goa,590,2024-01-08,15:30,15,Monday,1,0,0,21,3AC,6,2440,1260,193.7,17,0
12813,MUM-GOA,Mumbai,Goa,590,2024-01-08,18:30,18,Monday,1,0,0,18,SL,6,4223,1080,391.0,12,0
12818,CHE-BLR,Chennai,Bengaluru,362,2024-01-08,12:15,12,Monday,1,0,0,11,2AC,7,4215,660,638.6,32,0
12821,CHE-BLR,Chennai,Bengaluru,362,2024-01-08,13:45,13,Monday,1,0,0,13,GEN,3,2867,780,367.6,31,0
12825,CHE-BLR,Chennai,Bengaluru,362,2024-01-08,19:30,19,Monday,1,0,0,13,SL,8,6492,780,832.3,21,0
12826,DEL-JAI,Delhi,Jaipur,303,2024-01-08,05:45,5,Monday,1,0,0,13,3AC,6,1681,780,215.5,6,0
12831,DEL-JAI,Delhi,Jaipur,303,2024-01-08,06:30,6,Monday,1,0,0,17,SL,8,2432,1020,238.4,14,0
12834,DEL-JAI,Delhi,Jaipur,303,2024-01-08,11:00,11,Monday,1,0,0,11,3AC,5,5475,660,829.5,28,0
12839,DEL-JAI,Delhi,Jaipur,303,2024-01-08,13:45,13,Monday,1,0,0,15,1AC,1,4388,900,487.6,23,0
12844,DEL-JAI,Delhi,Jaipur,303,2024-01-08,14:15,14,Monday,1,0,0,15,SL,2,4341,900,482.3,17,0
12845,DEL-JAI,Delhi,Jaipur,303,2024-01-08,20:45,20,Monday,1,0,0,22,SL,2,6033,1320,457.0,9,0
12848,HYD-MUM,Hyderabad,Mumbai,711,2024-01-08,07:45,7,Monday,1,0,0,18,1AC,1,2141,1080,198.2,9,0
12853,HYD-MUM,Hyderabad,Mumbai,711,2024-01-08,08:45,8,Monday,1,0,0,18,3AC,3,4197,1080,388.6,15,0
12856,HYD-MUM,Hyderabad,Mumbai,711,2024-01-08,15:30,15,Monday,1,0,0,12,3AC,5,3148,720,437.2,23,0
12857,HYD-MUM,Hyderabad,Mumbai,711,2024-01-08,16:45,16,Monday,1,0,0,21,SL,8,4101,1260,325.5,31,0
12860,HYD-MUM,Hyderabad,Mumbai,711,2024-01-08,17:30,17,Monday,1,0,0,15,SL,7,4099,900,455.4,23,0
12861,HYD-MUM,Hyderabad,Mumbai,711,2024-01-08,22:00,22,Monday,1,0,0,19,3AC,4,1978,1140,173.5,28,0
12862,MUM-DEL,Mumbai,Delhi,1384,2024-01-09,07:15,7,Tuesday,1,0,0,10,SL,2,3012,600,502.0,11,0
12864,MUM-DEL,Mumbai,Delhi,1384,2024-01-09,10:45,10,Tuesday,1,0,0,15,3AC,7,5808,900,645.3,27,0
12865,MUM-DEL,Mumbai,Delhi,1384,2024-01-09,15:45,15,Tuesday,1,0,0,18,SL,8,5057,1080,468.2,32,0
12869,MUM-DEL,Mumbai,Delhi,1384,2024-01-09,17:15,17,Tuesday,1,0,0,18,3AC,6,7515,1080,695.8,26,0
12874,MUM-DEL,Mumbai,Delhi,1384,2024-01-09,18:45,18,Tuesday,1,0,0,15,GEN,8,7582,900,842.4,34,0
12878,MUM-DEL,Mumbai,Delhi,1384,2024-01-09,21:30,21,Tuesday,1,0,0,18,3AC,5,3923,1080,363.2,24,0
12882,DEL-CHE,Delhi,Chennai,2180,2024-01-09,08:30,8,Tuesday,1,0,0,22,3AC,4,4764,1320,360.9,27,0
12883,DEL-CHE,Delhi,Chennai,2180,2024-01-09,12:30,12,Tuesday,1,0,0,17,3AC,5,3101,1020,304.0,14,0
12884,DEL-CHE,Delhi,Chennai,2180,2024-01-09,13:45,13,Tuesday,1,0,0,16,SL,3,2979,960,310.3,14,0
12887,DEL-CHE,Delhi,Chennai,2180,2024-01-09,14:30,14,Tuesday,1,0,0,21,2AC,8,3029,1260,240.4,25,0
12888,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-09,11:30,11,Tuesday,1,0,0,12,2AC,4,2909,720,404.0,12,0
12891,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-09,13:15,13,Tuesday,1,0,0,20,3AC,2,2701,1200,225.1,18,0
12896,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-09,16:45,16,Tuesday,1,0,0,11,SL,3,4016,660,608.5,5,0
12898,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-09,19:15,19,Tuesday,1,0,0,16,SL,8,4920,960,512.5,20,0
12899,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-09,20:30,20,Tuesday,1,0,0,15,3AC,1,3676,900,408.4,34,0
12901,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-09,22:15,22,Tuesday,1,0,0,18,SL,1,1699,1080,157.3,34,0
12904,KOL-DEL,Kolkata,Delhi,1453,2024-01-09,06:30,6,Tuesday,1,0,0,10,1AC,2,1786,600,297.7,34,0
12906,KOL-DEL,Kolkata,Delhi,1453,2024-01-09,07:30,7,Tuesday,1,0,0,17,GEN,8,3062,1020,300.2,33,0
12908,KOL-DEL,Kolkata,Delhi,1453,2024-01-09,10:45,10,Tuesday,1,0,0,14,2AC,2,4992,840,594.3,15,0
12911,KOL-DEL,Kolkata,Delhi,1453,2024-01-09,12:45,12,Tuesday,1,0,0,20,3AC,3,3564,1200,297.0,5,0
12916,KOL-DEL,Kolkata,Delhi,1453,2024-01-09,17:30,17,Tuesday,1,0,0,19,SL,4,6005,1140,526.8,10,0
12917,KOL-DEL,Kolkata,Delhi,1453,2024-01-09,20:45,20,Tuesday,1,0,0,16,SL,2,4684,960,487.9,17,0
12920,MUM-GOA,Mumbai,Goa,590,2024-01-09,09:15,9,Tuesday,1,0,0,10,3AC,4,3877,600,646.2,19,0
12923,MUM-GOA,Mumbai,Goa,590,2024-01-09,15:30,15,Tuesday,1,0,0,14,SL,1,2640,840,314.3,13,0
12925,MUM-GOA,Mumbai,Goa,590,2024-01-09,19:15,19,Tuesday,1,0,0,10,SL,8,3571,600,595.2,14,0
12926,MUM-GOA,Mumbai,Goa,590,2024-01-09,20:45,20,Tuesday,1,0,0,20,SL,5,2702,1200,225.2,27,0
12931,CHE-BLR,Chennai,Bengaluru,362,2024-01-09,07:15,7,Tuesday,1,0,0,17,SL,6,3328,1020,326.3,18,0
12933,CHE-BLR,Chennai,Bengaluru,362,2024-01-09,12:45,12,Tuesday,1,0,0,22,SL,4,4029,1320,305.2,29,0
12938,CHE-BLR,Chennai,Bengaluru,362,2024-01-09,16:00,16,Tuesday,1,0,0,18,3AC,6,5368,1080,497.0,7,0
12943,CHE-BLR,Chennai,Bengaluru,362,2024-01-09,20:00,20,Tuesday,1,0,0,10,SL,4,4969,600,828.2,23,0
12945,CHE-BLR,Chennai,Bengaluru,362,2024-01-09,21:15,21,Tuesday,1,0,0,12,3AC,8,3425,720,475.7,8,0
12949,DEL-JAI,Delhi,Jaipur,303,2024-01-09,05:15,5,Tuesday,1,0,0,18,3AC,1,1771,1080,164.0,22,0
12950,DEL-JAI,Delhi,Jaipur,303,2024-01-09,07:30,7,Tuesday,1,0,0,21,1AC,5,3978,1260,315.7,31,0
12951,DEL-JAI,Delhi,Jaipur,303,2024-01-09,12:15,12,Tuesday,1,0,0,19,2AC,7,5170,1140,453.5,16,0
12954,DEL-JAI,Delhi,Jaipur,303,2024-01-09,17:00,17,Tuesday,1,0,0,11,GEN,8,8312,660,1259.4,6,0
12958,DEL-JAI,Delhi,Jaipur,303,2024-01-09,19:45,19,Tuesday,1,0,0,12,SL,7,7981,720,1108.5,16,0
12961,DEL-JAI,Delhi,Jaipur,303,2024-01-09,21:45,21,Tuesday,1,0,0,16,3AC,3,4777,960,497.6,25,0
12966,HYD-MUM,Hyderabad,Mumbai,711,2024-01-09,09:15,9,Tuesday,1,0,0,10,SL,5,4495,600,749.2,19,0
12970,HYD-MUM,Hyderabad,Mumbai,711,2024-01-09,10:45,10,Tuesday,1,0,0,18,3AC,4,4249,1080,393.4,12,0
12974,HYD-MUM,Hyderabad,Mumbai,711,2024-01-09,17:30,17,Tuesday,1,0,0,12,3AC,2,4183,720,581.0,6,0
12975,MUM-DEL,Mumbai,Delhi,1384,2024-01-10,07:00,7,Wednesday,1,0,0,19,1AC,1,3223,1140,282.7,12,0
12976,MUM-DEL,Mumbai,Delhi,1384,2024-01-10,11:45,11,Wednesday,1,0,0,17,3AC,4,5048,1020,494.9,29,0
12981,MUM-DEL,Mumbai,Delhi,1384,2024-01-10,12:15,12,Wednesday,1,0,0,18,GEN,4,4689,1080,434.2,31,0
12986,DEL-CHE,Delhi,Chennai,2180,2024-01-10,07:15,7,Wednesday,1,0,0,16,3AC,1,2766,960,288.1,22,0
12989,DEL-CHE,Delhi,Chennai,2180,2024-01-10,12:15,12,Wednesday,1,0,0,20,SL,8,3418,1200,284.8,6,0
12991,DEL-CHE,Delhi,Chennai,2180,2024-01-10,14:45,14,Wednesday,1,0,0,22,SL,7,2942,1320,222.9,18,0
12993,DEL-CHE,Delhi,Chennai,2180,2024-01-10,15:30,15,Wednesday,1,0,0,16,2AC,8,3309,960,344.7,12,0
12994,DEL-CHE,Delhi,Chennai,2180,2024-01-10,19:30,19,Wednesday,1,0,0,21,2AC,8,5146,1260,408.4,34,0
12997,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-10,08:15,8,Wednesday,1,0,0,15,SL,8,4237,900,470.8,32,0
13000,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-10,09:00,9,Wednesday,1,0,0,18,SL,4,5584,1080,517.0,6,0
13001,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-10,11:45,11,Wednesday,1,0,0,20,SL,1,3043,1200,253.6,32,0
13003,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-10,18:15,18,Wednesday,1,0,0,22,SL,4,4968,1320,376.4,20,0
13005,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-10,20:30,20,Wednesday,1,0,0,14,GEN,1,3410,840,406.0,11,0
13007,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-10,21:00,21,Wednesday,1,0,0,21,GEN,8,2747,1260,218.0,34,0
13010,KOL-DEL,Kolkata,Delhi,1453,2024-01-10,12:30,12,Wednesday,1,0,0,16,3AC,6,3409,960,355.1,14,0
13014,KOL-DEL,Kolkata,Delhi,1453,2024-01-10,15:30,15,Wednesday,1,0,0,18,GEN,8,3652,1080,338.1,8,0
13019,KOL-DEL,Kolkata,Delhi,1453,2024-01-10,17:30,17,Wednesday,1,0,0,13,3AC,7,6065,780,777.6,6,0
13024,KOL-DEL,Kolkata,Delhi,1453,2024-01-10,22:15,22,Wednesday,1,0,0,21,2AC,5,2253,1260,178.8,22,0
13028,MUM-GOA,Mumbai,Goa,590,2024-01-10,08:15,8,Wednesday,1,0,0,17,SL,6,3377,1020,331.1,13,0
13030,MUM-GOA,Mumbai,Goa,590,2024-01-10,09:45,9,Wednesday,1,0,0,17,2AC,6,3916,1020,383.9,10,0
13031,MUM-GOA,Mumbai,Goa,590,2024-01-10,10:45,10,Wednesday,1,0,0,12,GEN,1,3137,720,435.7,21,0
13033,MUM-GOA,Mumbai,Goa,590,2024-01-10,11:00,11,Wednesday,1,0,0,20,1AC,1,2139,1200,178.2,18,0
13038,MUM-GOA,Mumbai,Goa,590,2024-01-10,14:15,14,Wednesday,1,0,0,11,SL,1,1854,660,280.9,11,0
13042,MUM-GOA,Mumbai,Goa,590,2024-01-10,20:45,20,Wednesday,1,0,0,15,2AC,8,2591,900,287.9,26,0
13047,CHE-BLR,Chennai,Bengaluru,362,2024-01-10,05:00,5,Wednesday,1,0,0,18,SL,5,1238,1080,114.6,5,0
13048,CHE-BLR,Chennai,Bengaluru,362,2024-01-10,18:45,18,Wednesday,1,0,0,22,GEN,3,7010,1320,531.1,8,0
13051,CHE-BLR,Chennai,Bengaluru,362,2024-01-10,22:15,22,Wednesday,1,0,0,13,2AC,5,2616,780,335.4,31,0
13052,DEL-JAI,Delhi,Jaipur,303,2024-01-10,07:15,7,Wednesday,1,0,0,21,3AC,2,4359,1260,346.0,25,0
13053,DEL-JAI,Delhi,Jaipur,303,2024-01-10,11:00,11,Wednesday,1,0,0,16,3AC,8,5212,960,542.9,6,0
13056,DEL-JAI,Delhi,Jaipur,303,2024-01-10,12:15,12,Wednesday,1,0,0,11,3AC,7,5032,660,762.4,25,0
13061,DEL-JAI,Delhi,Jaipur,303,2024-01-10,16:00,16,Wednesday,1,0,0,18,GEN,4,6181,1080,572.3,11,0
13064,DEL-JAI,Delhi,Jaipur,303,2024-01-10,17:45,17,Wednesday,1,0,0,14,1AC,2,8387,840,998.5,26,0
13069,HYD-MUM,Hyderabad,Mumbai,711,2024-01-10,05:15,5,Wednesday,1,0,0,19,2AC,7,888,1140,77.9,0,1
13074,HYD-MUM,Hyderabad,Mumbai,711,2024-01-10,10:15,10,Wednesday,1,0,0,19,SL,7,3733,1140,327.5,26,0
13075,HYD-MUM,Hyderabad,Mumbai,711,2024-01-10,15:30,15,Wednesday,1,0,0,16,SL,3,2792,960,290.8,30,0
13078,MUM-DEL,Mumbai,Delhi,1384,2024-01-11,06:00,6,Thursday,1,0,0,15,SL,7,2405,900,267.2,29,0
13080,MUM-DEL,Mumbai,Delhi,1384,2024-01-11,08:00,8,Thursday,1,0,0,20,3AC,8,7544,1200,628.7,20,0
13085,MUM-DEL,Mumbai,Delhi,1384,2024-01-11,18:30,18,Thursday,1,0,0,18,GEN,7,7910,1080,732.4,10,0
13087,MUM-DEL,Mumbai,Delhi,1384,2024-01-11,20:45,20,Thursday,1,0,0,11,SL,5,5418,660,820.9,30,0
13089,MUM-DEL,Mumbai,Delhi,1384,2024-01-11,21:00,21,Thursday,1,0,0,11,3AC,7,4210,660,637.9,27,0
13090,DEL-CHE,Delhi,Chennai,2180,2024-01-11,05:45,5,Thursday,1,0,0,15,SL,2,1050,900,116.7,9,0
13091,DEL-CHE,Delhi,Chennai,2180,2024-01-11,06:15,6,Thursday,1,0,0,16,3AC,7,1735,960,180.7,8,0
13095,DEL-CHE,Delhi,Chennai,2180,2024-01-11,08:00,8,Thursday,1,0,0,15,SL,6,4964,900,551.6,32,0
13100,DEL-CHE,Delhi,Chennai,2180,2024-01-11,09:00,9,Thursday,1,0,0,14,3AC,2,5779,840,688.0,28,0
13102,DEL-CHE,Delhi,Chennai,2180,2024-01-11,15:15,15,Thursday,1,0,0,19,SL,7,3344,1140,293.3,10,0
13104,DEL-CHE,Delhi,Chennai,2180,2024-01-11,16:30,16,Thursday,1,0,0,14,3AC,3,4348,840,517.6,7,0
13109,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-11,06:30,6,Thursday,1,0,0,14,GEN,8,1601,840,190.6,24,0
13113,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-11,12:15,12,Thursday,1,0,0,17,2AC,5,3281,1020,321.7,5,0
13116,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-11,13:30,13,Thursday,1,0,0,19,3AC,6,2713,1140,238.0,19,0
13119,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-11,14:45,14,Thursday,1,0,0,20,GEN,3,3118,1200,259.8,14,0
13122,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-11,17:15,17,Thursday,1,0,0,17,3AC,7,4599,1020,450.9,35,0
13127,BLR-HYD,Bengaluru,Hyderabad,570,2024-01-11,18:30,18,Thursday,1,0,0,21,SL,8,5691,1260,451.7,35,0
13132,KOL-DEL,Kolkata,Delhi,1453,2024-01-11,13:45,13,Thursday,1,0,0,15,2AC,4,3104,900,344.9,23,0
13136,KOL-DEL,Kolkata,Delhi,1453,2024-01-11,15:15,15,Thursday,1,0,0,20,SL,1,4594,1200,382.8,35,0
13140,KOL-DEL,Kolkata,Delhi,1453,2024-01-11,17:15,17,Thursday,1,0,0,17,SL,2,5565,1020,545.6,31,0
13142,KOL-DEL,Kolkata,Delhi,1453,2024-01-11,18:45,18,Thursday,1,0,0,12,SL,4,6026,720,836.9,13,0
13143,MUM-GOA,Mumbai,Goa,590,2024-01-11,07:45,7,Thursday,1,0,0,18,SL,7,1780,1080,164.8,22,0
13145,MUM-GOA,Mumbai,Goa,590,2024-01-11,12:30,12,Thursday,1,0,0,21,GEN,2,1917,1260,152.1,8,0
13149,MUM-GOA,Mumbai,Goa,590,2024-01-11,14:30,14,Thursday,1,0,0,12,SL,1,2002,720,278.1,23,0
13152,MUM-GOA,Mumbai,Goa,590,2024-01-11,17:30,17,Thursday,1,0,0,22,3AC,1,3616,1320,273.9,8,0
13155,MUM-GOA,Mumbai,Goa,590,2024-01-11,19:15,19,Thursday,1,0,0,18,SL,4,3673,1080,340.1,19,0
13156,MUM-GOA,Mumbai,Goa,590,2024-01-11,20:45,20,Thursday,1,0,0,17,SL,3,2825,1020,277.0,16,0
13158,CHE-BLR,Chennai,Bengaluru,362,2024-01-11,06:15,6,Thursday,1,0,0,15,3AC,8,2277,900,253.0,30,0
13162,CHE-BLR,Chennai,Bengaluru,362,2024-01-11,08:45,8,Thursday,1,0,0,15,3AC,8,6197,900,688.6,28,0
13165,CHE-BLR,Chennai,Bengaluru,362,2024-01-11,14:30,14,Thursday,1,0,0,11,3AC,2,3262,660,494.2,5,0
13167,CHE-BLR,Chennai,Bengaluru,362,2024-01-11,18:00,18,Thursday,1,0,0,20,SL,4,6348,1200,529.0,21,0
13171,CHE-BLR,Chennai,Bengaluru,362,2024-01-11,19:15,19,Thursday,1,0,0,15,SL,8,6173,900,685.9,12,0
13172,CHE-BLR,Chennai,Bengaluru,362,2024-01-11,20:15,20,Thursday,1,0,0,12,SL,7,4024,720,558.9,17,0
